,X Avg,Y Avf
T_179243,127.0385275,37.49760873
T_179238,127.0385524,37.49556432
T_179815,127.0386403,37.48633554
T_181397,127.0386617,37.50761457
T_181398,127.038671,37.50771406
T_181622,127.0387073,37.50064938
T_181289,127.0387753,37.4918018
T_179997,127.0388176,37.5081795
T_180470,127.0388248,37.4916503
T_178902,127.0388703,37.50885048
T_182216,127.0389033,37.50860052
T_175010,127.038905,37.48528431
T_179241,127.0389211,37.49638931
T_175011,127.0389342,37.48510638
T_179242,127.0390651,37.49645432
T_181409,127.0390897,37.50158358
T_182222,127.0391167,37.50816579
T_181410,127.0391791,37.50137359
T_179612,127.0392137,37.50487332
T_179615,127.0392156,37.50500094
T_179820,127.0393031,37.48706702
T_179650,127.0393304,37.51225615
T_179649,127.0394402,37.51100526
T_180472,127.0394617,37.49521981
T_181069,127.0395726,37.50887919
T_180477,127.0396062,37.49529258
T_179816,127.0396171,37.48738181
T_179153,127.0396228,37.50733277
T_178901,127.0396877,37.50909362
T_181533,127.0397615,37.50807889
T_180508,127.0397667,37.50327064
T_179150,127.0398006,37.50742119
T_179819,127.0398271,37.48799777
T_181534,127.0398329,37.50800313
T_180512,127.0399224,37.49621878
T_179648,127.039929,37.50976794
T_180513,127.0399611,37.49612861
T_180473,127.0400041,37.49404273
T_181288,127.0401345,37.49222191
T_180476,127.0401392,37.49411198
T_181532,127.0401763,37.50871766
T_180471,127.0401878,37.4920563
T_179651,127.0402592,37.51307098
T_181535,127.040294,37.50871233
T_179154,127.0404058,37.50649714
T_181408,127.0404631,37.50200203
T_175009,127.0404814,37.48550184
T_175012,127.0405156,37.48532017
T_180474,127.0405186,37.49288425
T_181411,127.0405592,37.50179632
T_180503,127.0405639,37.50315532
T_179149,127.0405885,37.50659071
T_179817,127.0406482,37.48818938
T_180475,127.0406596,37.49294589
T_180932,127.0406657,37.50938605
T_180506,127.040693,37.5031421
T_179818,127.0407045,37.48847284
T_179613,127.0407138,37.50524843
T_180933,127.0407289,37.50922469
T_179614,127.0407309,37.50537587
T_181401,127.0407567,37.50373322
T_181402,127.0408696,37.50368364
T_180504,127.0409536,37.50244018
T_181280,127.0410273,37.49169185
T_180505,127.0410615,37.50245977
T_179155,127.0410917,37.50562674
T_176038,127.0410999,37.49354394
T_181739,127.0411535,37.48694288
T_181740,127.0411537,37.48597924
T_181285,127.0411717,37.49173778
T_181738,127.0412231,37.48791429
T_180511,127.0412755,37.49689166
T_179148,127.0412849,37.50571853
T_180514,127.0413148,37.49680461
T_181741,127.0413194,37.48599317
T_181282,127.0413234,37.48906588
T_181742,127.0413235,37.48695138
T_181281,127.0413488,37.49040071
T_181743,127.0413827,37.48790884
T_175013,127.0414495,37.4848887
T_180501,127.041471,37.50148197
T_181283,127.0414738,37.48906868
T_181284,127.0414927,37.4904254
T_181276,127.0415102,37.49265244
T_180500,127.0415504,37.50155168
T_175018,127.0415518,37.48496569
T_181400,127.0415775,37.50407477
T_181277,127.0415804,37.49247798
T_181403,127.0416342,37.50400345
T_179152,127.0416456,37.50464339
T_179657,127.0417319,37.51159133
T_180931,127.0418005,37.50972663
T_179151,127.0418454,37.50472768
T_180934,127.0418557,37.50956747
T_178948,127.0419325,37.4857015
T_178926,127.041934,37.50244803
T_178911,127.0419883,37.48551331
T_178908,127.0420241,37.50224243
T_178921,127.042095,37.50371381
T_179656,127.0421988,37.51042517
T_178925,127.0423,37.50379162
T_178922,127.0424761,37.50291591
T_181522,127.0425519,37.50423026
T_181521,127.0425597,37.50431441
T_176039,127.0425695,37.49374135
T_180502,127.042587,37.50110643
T_180499,127.0425982,37.50120106
T_180510,127.0426363,37.49756835
T_180515,127.0426771,37.49747375
T_178924,127.0426855,37.50298738
T_181275,127.0429097,37.49308915
T_181422,127.04296,37.50191397
T_181278,127.0429918,37.49291209
T_180935,127.0431204,37.51012275
T_178935,127.0431237,37.50281197
T_180936,127.0431676,37.50996651
T_181423,127.0431698,37.50198044
T_178927,127.0432129,37.50260507
T_178947,127.0432731,37.4858859
T_181412,127.0434789,37.50083645
T_181523,127.0434814,37.5041001
T_181330,127.0435472,37.50416465
T_180939,127.043626,37.51082665
T_181417,127.0436906,37.50090361
T_180940,127.0437611,37.51084599
T_181419,127.04378,37.50152639
T_181420,127.0438294,37.50144523
T_181413,127.0439287,37.49989011
T_178934,127.043944,37.5030691
T_180509,127.0440082,37.49823607
T_179451,127.044019,37.4941573
T_178928,127.0440353,37.50285927
T_180516,127.0440362,37.49814131
T_178931,127.0441238,37.50347844
T_181506,127.0441291,37.50963787
T_181416,127.0441425,37.499958
T_178936,127.0442182,37.50352227
T_181511,127.0442557,37.50966169
T_181274,127.0443193,37.49352047
T_181414,127.0443797,37.49894155
T_181279,127.0444034,37.49334236
T_181418,127.044491,37.501957
T_181421,127.0445548,37.50187673
T_158846,127.0445609,37.50262628
T_181415,127.0445927,37.49901599
T_181525,127.0446228,37.50417757
T_181425,127.0446512,37.50267542
T_181526,127.0446666,37.50408442
T_181008,127.0448046,37.49804689
T_181272,127.0448404,37.49403179
T_180496,127.0448582,37.49486679
T_181273,127.0449461,37.49402578
T_180497,127.0449522,37.49480921
T_181507,127.0449783,37.50848453
T_181011,127.0450147,37.4981245
T_181529,127.0450365,37.50340917
T_181510,127.0450709,37.50853075
T_181530,127.0451366,37.50319862
T_176033,127.045162,37.49450589
T_181009,127.0452075,37.49719819
T_178937,127.0454103,37.50193728
T_181010,127.0454122,37.49727598
T_181427,127.0454178,37.49880365
T_181428,127.0454412,37.49871621
T_178955,127.0454471,37.49386512
T_179515,127.0454701,37.5020145
T_180019,127.0454816,37.50244514
T_178942,127.0455319,37.49368662
T_178940,127.0455353,37.50236077
T_154951,127.0455598,37.49543328
T_180498,127.0456233,37.49535277
T_181006,127.0457062,37.49614776
T_181007,127.0459105,37.49620977
T_176034,127.0460008,37.49476329
T_181524,127.0460147,37.50460826
T_181527,127.046055,37.50452371
T_181268,127.0461462,37.49521418
T_181508,127.0462039,37.50753929
T_179488,127.0462532,37.49710878
T_158849,127.0462754,37.50759869
T_179598,127.0462911,37.49699493
T_178954,127.0462951,37.49412572
T_181271,127.0463477,37.49528238
T_178943,127.0463701,37.49394658
T_181528,127.046412,37.50383555
T_181269,127.0464745,37.49450674
T_181531,127.0465181,37.50362351
T_181270,127.0466611,37.4945995
T_178938,127.0467238,37.5019733
T_179514,127.0467508,37.50207567
T_180026,127.0468182,37.49573664
T_178949,127.0468214,37.49564264
T_181426,127.0468628,37.49928415
T_178951,127.0468825,37.5043361
T_181429,127.0468912,37.49919853
T_180018,127.0469225,37.50280406
T_178941,127.0469478,37.50271294
T_178960,127.0469781,37.50439113
T_181513,127.0470871,37.50509342
T_181514,127.0471275,37.50501392
T_180023,127.0471284,37.49439651
T_178952,127.0472143,37.49421836
T_178961,127.047269,37.50357771
T_181516,127.0473427,37.50679706
T_178962,127.0473559,37.50362483
T_181519,127.0474104,37.50686106
T_180015,127.0475039,37.50307686
T_179517,127.0475604,37.50419167
T_180016,127.0476014,37.5031049
T_178958,127.0476568,37.50397384
T_179487,127.0477263,37.49759909
T_179599,127.0477642,37.49748523
T_179472,127.0477664,37.49903359
T_180031,127.0479262,37.50340091
T_181512,127.0479316,37.50553406
T_178950,127.0479562,37.49515795
T_180022,127.0479594,37.49467528
T_181515,127.0479781,37.50545101
T_180025,127.048024,37.49522162
T_178953,127.0480612,37.49450092
T_179513,127.0480693,37.50249195
T_178939,127.0480752,37.50240475
T_181517,127.0480962,37.50605857
T_181432,127.0481519,37.49961787
T_180017,127.0481765,37.50274796
T_181518,127.0481819,37.50611955
T_179511,127.0482021,37.50282473
T_179473,127.0482039,37.49818776
T_181431,127.0483884,37.49979145
T_179516,127.0484779,37.5044672
T_178959,127.0485553,37.50425045
T_179448,127.0486522,37.49732783
T_180027,127.0486523,37.50505772
T_155268,127.048755,37.49739003
T_179521,127.0487608,37.50509722
T_180030,127.0488147,37.50367041
T_179520,127.0490539,37.50412514
T_179449,127.0491104,37.496457
T_180035,127.0491129,37.49505611
T_179522,127.0491851,37.50416878
T_180024,127.0491925,37.49487597
T_180034,127.0491939,37.5028546
T_176029,127.0492113,37.49652336
T_181433,127.0492251,37.49997487
T_179512,127.0492288,37.50276973
T_179445,127.0492443,37.49810496
T_179446,127.049286,37.49799231
T_179523,127.0494016,37.50335726
T_179450,127.0495769,37.49559972
T_176028,127.0496806,37.49566081
T_180885,127.0498206,37.5025092
T_181430,127.0499922,37.50032476
T_181434,127.0502938,37.50033031
